site area,structure type,water consumption,recycling rate,utilisation rate,air qality index,issue reolution time,resident count,electricity cost,Appliance_Type,Meter_Type,Usage_Pattern,Energy_Source,Maintenance_Status,Peak_Hour_Usage,Backup_Power,Weather_Condition
1631,Commercial,2735,18,32,27,16,0,1658,AC,Smart,Medium,Solar,Good,No,Generator,Summer
2729,Residential,5260,90,75,41,13,176,3238,Fan,Analog,High,Solar,Poor,Yes,Generator,Winter
964,Mixed-use,1000,82,69,111,54,85,1155,Washing Machine,Smart,High,Solar,Poor,Yes,None,Winter
4174,Commercial,2682,60,48,85,53,0,3819,Refrigerator,Analog,Medium,Wind,Good,Yes,Inverter,Winter
4278,Residential,4299,67,95,188,41,408,5624,AC,Analog,High,Wind,Good,Yes,Inverter,Winter
773,Residential,1000,34,57,190,18,59,1203,Refrigerator,Smart,High,Wind,Average,No,Inverter,Winter
1271,Mixed-use,1981,43,33,179,16,115,966,Washing Machine,Analog,High,Solar,Average,No,None,Rainy
3536,Industrial,1357,18,30,114,53,0,3149,Fan,Smart,Low,Grid,Average,No,Generator,Summer
1825,Mixed-use,1025,43,55,32,2,77,1500,Washing Machine,Smart,Medium,Solar,Poor,Yes,Generator,Summer
4884,Commercial,8947,35,38,189,7,0,4689,Refrigerator,Analog,Medium,Solar,Average,No,Inverter,Rainy
4367,Residential,6274,82,66,83,14,347,5088,Refrigerator,Analog,Medium,Wind,Good,Yes,Generator,Rainy
1045,Mixed-use,2064,30,53,32,4,56,989,Refrigerator,Smart,Low,Solar,Poor,Yes,Inverter,Winter
1757,Commercial,1019,35,44,65,69,0,1857,Refrigerator,Smart,Low,Wind,Good,Yes,Generator,Rainy
3357,Residential,2820,79,94,40,72,141,3188,AC,Smart,Low,Grid,Average,No,Inverter,Summer
2425,Commercial,2369,67,87,121,47,0,3000,AC,Smart,High,Wind,Average,No,Inverter,Winter
1130,Commercial,1456,29,96,67,18,0,2185,Fan,Smart,High,Wind,Good,No,Generator,Winter
511,Mixed-use,1029,74,88,183,45,44,1200,Washing Machine,Smart,High,Wind,Good,Yes,Inverter,Winter
768,Commercial,1000,42,92,50,57,0,1653,Refrigerator,Analog,Low,Wind,Good,No,Generator,Winter
2405,Commercial,3629,79,83,161,17,0,2599,Refrigerator,Analog,Medium,Grid,Poor,No,None,Summer
1219,Industrial,2879,78,72,38,71,0,2769,Refrigerator,Analog,High,Wind,Good,No,Inverter,Summer
2331,Mixed-use,4617,79,31,55,17,182,1662,AC,Analog,Medium,Wind,Good,No,None,Rainy
590,Residential,1000,21,88,1,48,58,1684,Washing Machine,Analog,High,Solar,Poor,No,Inverter,Summer
2497,Commercial,4438,53,73,3,60,0,2735,Heater,Smart,Medium,Grid,Poor,Yes,Generator,Rainy
4205,Mixed-use,4798,23,65,198,48,366,3207,Washing Machine,Analog,Medium,Wind,Poor,Yes,Inverter,Summer
4980,Commercial,4175,13,90,47,17,0,4591,Refrigerator,Analog,Low,Solar,Average,No,Inverter,Rainy
532,Mixed-use,1707,74,56,25,11,48,1090,AC,Analog,High,Solar,Poor,No,None,Rainy
4418,Residential,6766,90,94,46,17,142,3939,Fan,Smart,Low,Grid,Average,Yes,Generator,Rainy
1807,Commercial,1651,23,38,42,58,0,2343,Heater,Analog,High,Grid,Good,No,Inverter,Summer
3203,Mixed-use,4010,74,94,81,67,31,3104,Heater,Analog,High,Grid,Good,No,Inverter,Summer
4107,Residential,8530,77,60,24,44,168,4044,Heater,Analog,Low,Wind,Poor,Yes,Inverter,Winter
4098,Mixed-use,3040,52,60,92,21,222,3056,Washing Machine,Analog,High,Solar,Good,No,Generator,Winter
2638,Residential,2549,36,97,122,31,248,3735,Refrigerator,Analog,High,Grid,Average,No,Inverter,Winter
2165,Residential,2763,14,30,128,28,174,2728,Heater,Smart,Low,Wind,Poor,No,Generator,Rainy
2839,Mixed-use,3035,82,46,133,24,90,2123,Fan,Smart,Medium,Solar,Good,Yes,Inverter,Summer
502,Residential,1000,54,77,135,47,41,1567,AC,Smart,Medium,Wind,Good,Yes,Inverter,Summer
2468,Mixed-use,4658,57,96,141,59,135,2303,Washing Machine,Smart,Low,Wind,Poor,Yes,Generator,Winter
1189,Commercial,1514,31,79,66,31,0,1522,Heater,Smart,Medium,Grid,Good,No,Inverter,Winter
3617,Residential,5233,39,48,1,55,126,3581,AC,Analog,High,Solar,Average,Yes,Generator,Rainy
3988,Mixed-use,7670,12,92,50,53,19,3387,Fan,Smart,Low,Wind,Good,No,Inverter,Rainy
4539,Residential,9646,69,31,111,48,317,4788,Washing Machine,Analog,Medium,Solar,Good,No,Inverter,Summer
4790,Commercial,8913,53,39,49,66,0,4123,AC,Analog,High,Wind,Average,Yes,Generator,Rainy
4626,Commercial,6060,31,31,139,27,0,3773,AC,Analog,Medium,Solar,Average,No,Generator,Summer
1439,Commercial,1975,17,33,194,13,0,1640,AC,Smart,High,Wind,Average,Yes,None,Rainy
564,Residential,1000,47,78,170,53,16,1132,Heater,Smart,Medium,Solar,Good,No,Inverter,Rainy
3331,Mixed-use,5212,76,89,192,36,244,2768,Fan,Smart,Medium,Grid,Average,Yes,Generator,Winter
694,Commercial,1000,23,40,197,1,0,868,AC,Analog,High,Solar,Average,Yes,Generator,Summer
709,Mixed-use,1000,88,40,104,16,22,686,Fan,Analog,Low,Solar,Good,Yes,None,Summer
798,Mixed-use,1000,31,53,30,1,36,917,Washing Machine,Analog,Medium,Wind,Poor,No,Inverter,Winter
2032,Residential,3997,66,75,13,62,153,2553,AC,Smart,Low,Wind,Average,Yes,Inverter,Summer
4937,Residential,8475,79,64,199,2,40,3832,Heater,Analog,High,Solar,Poor,No,None,Summer
1987,Mixed-use,4087,75,62,145,34,99,1837,Heater,Analog,High,Wind,Good,No,Generator,Winter
2764,Residential,2756,36,32,27,5,220,3309,Heater,Smart,High,Grid,Poor,Yes,None,Summer
4057,Commercial,7226,42,80,14,62,0,3789,Refrigerator,Analog,Low,Solar,Average,No,Generator,Winter
2944,Residential,4384,39,95,29,1,70,3089,AC,Analog,Medium,Wind,Good,No,Inverter,Rainy
2722,Industrial,2693,83,84,89,3,0,3628,Refrigerator,Smart,Low,Solar,Poor,Yes,None,Winter
1388,Mixed-use,2009,60,30,50,56,91,1180,Washing Machine,Analog,High,Grid,Poor,Yes,None,Summer
2940,Residential,4901,55,99,93,51,170,3882,Refrigerator,Smart,High,Wind,Good,No,Generator,Winter
1677,Commercial,2450,66,100,47,27,0,2077,Refrigerator,Smart,Low,Solar,Poor,No,Generator,Summer
4201,Residential,8107,54,30,9,49,288,4449,Washing Machine,Smart,Low,Grid,Good,No,Inverter,Rainy
2800,Commercial,5189,69,47,15,59,0,3379,Refrigerator,Analog,High,Wind,Poor,Yes,None,Winter
3387,Residential,3218,49,63,6,34,169,3571,Washing Machine,Analog,High,Grid,Poor,Yes,Generator,Rainy
3298,Commercial,4831,31,66,50,54,0,3431,Fan,Analog,Medium,Solar,Good,Yes,Inverter,Winter
1567,Commercial,1179,37,48,26,28,0,1928,Fan,Smart,Low,Grid,Average,Yes,Generator,Summer
3286,Residential,5543,61,78,169,70,138,3601,Fan,Analog,Medium,Solar,Average,No,None,Rainy
2679,Mixed-use,4966,90,68,134,49,32,2588,Heater,Analog,High,Wind,Average,No,None,Winter
2414,Commercial,3115,36,89,134,31,0,2651,Heater,Analog,Low,Solar,Poor,Yes,Generator,Rainy
2343,Residential,2088,62,53,105,5,112,2248,Washing Machine,Analog,High,Grid,Good,Yes,None,Summer
2025,Mixed-use,3079,21,42,80,32,79,1514,Heater,Smart,Medium,Solar,Good,Yes,Generator,Summer
2884,Residential,4014,83,61,46,47,119,3051,Washing Machine,Analog,Medium,Wind,Poor,Yes,Generator,Summer
2911,Residential,1744,90,62,137,62,115,3040,Washing Machine,Smart,Low,Wind,Good,No,Inverter,Rainy
3139,Residential,3804,21,39,9,41,87,2558,Heater,Analog,Low,Solar,Good,No,Generator,Summer
1429,Industrial,2621,81,59,185,60,0,2553,Heater,Smart,Medium,Solar,Good,No,Generator,Summer
4143,Residential,8104,20,60,80,37,315,4756,Refrigerator,Analog,Low,Solar,Poor,Yes,Inverter,Winter
1029,Commercial,1000,41,31,102,48,0,1263,Fan,Analog,Low,Wind,Average,Yes,None,Rainy
3837,Commercial,5769,13,72,8,34,0,3864,AC,Analog,Medium,Solar,Poor,Yes,Inverter,Summer
2864,Commercial,1953,45,80,45,35,0,2911,Refrigerator,Analog,Low,Grid,Average,No,Inverter,Summer
3845,Commercial,2354,41,89,160,15,0,4106,Refrigerator,Smart,Low,Solar,Average,Yes,None,Winter
4185,Residential,2893,63,32,126,15,155,3104,AC,Analog,Medium,Solar,Poor,No,Generator,Rainy
4824,Residential,4266,74,52,192,72,203,4754,Washing Machine,Analog,High,Grid,Poor,No,Inverter,Winter
998,Residential,1147,30,46,70,60,67,1317,Washing Machine,Analog,Low,Grid,Good,No,None,Summer
2915,Mixed-use,5093,27,55,66,13,20,2337,Fan,Smart,High,Wind,Poor,Yes,Generator,Winter
2679,Industrial,4286,69,37,100,69,0,2981,Heater,Smart,Medium,Solar,Good,No,None,Winter
3221,Commercial,3965,36,30,91,13,0,2707,Washing Machine,Smart,High,Solar,Poor,No,Inverter,Winter
880,Residential,1000,33,96,60,28,79,1804,Refrigerator,Analog,Medium,Wind,Poor,No,Generator,Winter
3410,Commercial,5275,58,96,185,47,0,3924,Washing Machine,Analog,High,Solar,Poor,No,Generator,Rainy
4854,Residential,3759,58,80,160,6,199,4396,Heater,Smart,Low,Grid,Good,No,None,Winter
605,Residential,1000,60,35,1,6,58,669,Refrigerator,Smart,Low,Grid,Poor,Yes,Generator,Summer
4353,Mixed-use,4735,64,97,187,35,348,3390,Heater,Analog,Low,Solar,Good,No,None,Rainy
3224,Commercial,3979,10,80,27,29,0,3512,Refrigerator,Smart,Low,Wind,Average,No,Generator,Winter
2481,Residential,1000,53,63,179,49,31,2166,Refrigerator,Smart,Low,Solar,Average,Yes,Generator,Winter
3238,Mixed-use,4650,72,34,189,23,68,2325,Refrigerator,Smart,Low,Grid,Poor,Yes,Generator,Rainy
4906,Commercial,6871,45,57,97,23,0,4833,Refrigerator,Analog,Medium,Grid,Average,No,Generator,Summer
2125,Residential,3162,13,58,34,48,112,2732,Fan,Smart,High,Grid,Poor,No,None,Summer
2911,Mixed-use,4144,10,64,87,28,177,2483,Heater,Smart,Low,Solar,Average,No,Generator,Rainy
2349,Mixed-use,3183,52,77,36,46,148,2203,Refrigerator,Analog,Medium,Grid,Poor,No,Inverter,Summer
3485,Commercial,6900,78,97,81,24,0,3394,AC,Smart,High,Grid,Average,No,Inverter,Summer
524,Residential,1000,87,79,56,26,49,1450,AC,Smart,High,Grid,Average,No,None,Winter
4288,Residential,5669,23,92,141,23,349,5293,Refrigerator,Analog,Medium,Wind,Poor,Yes,Inverter,Summer
2517,Mixed-use,4120,35,69,73,45,179,2040,Washing Machine,Analog,Medium,Solar,Average,Yes,Generator,Rainy
3090,Residential,2883,11,86,59,4,178,3380,Fan,Smart,High,Grid,Average,No,Inverter,Summer
3169,Commercial,4183,21,96,81,6,0,3495,AC,Smart,High,Grid,Poor,No,Inverter,Summer
2158,Residential,3245,45,95,100,1,162,2930,AC,Analog,Medium,Wind,Average,No,Generator,Summer
3151,Mixed-use,6246,54,42,59,44,275,2194,AC,Analog,High,Solar,Average,No,Inverter,Winter
2105,Residential,1918,73,69,88,58,101,2473,AC,Analog,Low,Wind,Good,Yes,Generator,Summer
3492,Commercial,2785,27,58,144,20,0,3362,Refrigerator,Analog,Low,Solar,Good,Yes,Inverter,Summer
2310,Mixed-use,3243,86,84,159,8,94,2086,Refrigerator,Analog,High,Solar,Average,No,Generator,Rainy
2027,Residential,2033,55,40,34,17,38,1600,Washing Machine,Analog,Medium,Wind,Poor,No,Inverter,Rainy
1670,Mixed-use,3020,28,55,129,18,136,1382,Heater,Analog,Low,Wind,Average,Yes,None,Winter
2708,Residential,4697,10,87,80,15,245,3746,Washing Machine,Analog,High,Solar,Average,No,Generator,Winter
2078,Commercial,3879,16,94,167,1,0,2550,Washing Machine,Analog,High,Wind,Average,Yes,Generator,Summer
648,Residential,1000,81,87,70,1,61,1635,Heater,Analog,Medium,Grid,Good,Yes,Generator,Summer
691,Industrial,1000,47,71,40,17,0,1312,Washing Machine,Analog,High,Grid,Good,Yes,None,Winter
686,Residential,1247,28,40,165,30,62,1239,Fan,Smart,Medium,Wind,Average,No,Generator,Rainy
3010,Residential,4410,61,32,27,6,99,2331,Fan,Smart,High,Grid,Poor,Yes,Inverter,Rainy
2822,Residential,2467,33,82,147,39,150,3298,Refrigerator,Smart,Low,Solar,Poor,Yes,Generator,Rainy
1744,Residential,1522,23,85,162,7,166,2738,Refrigerator,Smart,Medium,Solar,Poor,No,Generator,Rainy
4223,Residential,4114,31,77,94,7,210,4183,Fan,Smart,Low,Grid,Poor,No,Inverter,Summer
4423,Commercial,5184,61,73,52,28,0,3964,Refrigerator,Smart,High,Solar,Poor,Yes,None,Winter
1844,Residential,1803,87,36,65,51,105,2113,Washing Machine,Smart,Low,Grid,Average,Yes,Generator,Summer
1551,Residential,1300,31,82,67,47,154,2322,Refrigerator,Smart,Low,Grid,Average,No,None,Summer
1391,Mixed-use,2014,78,87,122,65,105,1233,Refrigerator,Smart,High,Solar,Good,Yes,Generator,Rainy
870,Commercial,1117,58,39,125,27,0,933,Refrigerator,Analog,Low,Solar,Poor,No,Generator,Winter
2663,Commercial,4817,80,68,183,65,0,3011,AC,Smart,Low,Solar,Poor,No,Inverter,Rainy
3472,Residential,5634,50,95,193,12,282,4346,Refrigerator,Analog,Medium,Grid,Good,No,Generator,Winter
4871,Commercial,7258,74,46,23,27,0,4531,Fan,Analog,High,Wind,Good,No,Inverter,Summer
3712,Residential,5806,55,46,176,6,94,3094,AC,Analog,Low,Grid,Average,Yes,Generator,Winter
2257,Commercial,1946,32,33,74,47,0,2055,AC,Analog,Medium,Grid,Poor,No,None,Summer
616,Residential,1374,11,61,126,32,12,1426,Refrigerator,Analog,High,Grid,Average,Yes,Inverter,Summer
2811,Residential,1965,62,39,45,61,29,2118,AC,Smart,Medium,Wind,Average,Yes,None,Summer
2563,Mixed-use,4421,16,73,84,38,108,2387,Refrigerator,Smart,High,Wind,Poor,No,Inverter,Summer
1853,Industrial,2986,62,47,125,1,0,2439,AC,Smart,Medium,Wind,Good,Yes,Generator,Winter
711,Mixed-use,1276,51,72,47,25,43,1457,Refrigerator,Smart,Low,Wind,Average,Yes,Inverter,Winter
3257,Mixed-use,4192,23,44,95,35,220,2342,Heater,Analog,Low,Wind,Poor,No,Inverter,Winter
2216,Commercial,1557,27,30,117,39,0,2264,Fan,Smart,Low,Wind,Poor,No,None,Summer
2546,Commercial,5528,53,97,16,27,0,2545,Fan,Smart,High,Wind,Poor,Yes,Generator,Rainy
3277,Residential,5827,39,44,124,65,247,3548,Fan,Analog,Medium,Solar,Average,No,Inverter,Winter
2024,Residential,3613,82,30,152,31,116,2132,Fan,Analog,Low,Grid,Poor,No,Inverter,Rainy
2036,Mixed-use,1074,38,40,185,47,126,1497,Refrigerator,Analog,Low,Solar,Good,No,None,Rainy
2491,Commercial,2457,87,39,9,34,0,2297,Fan,Smart,High,Wind,Average,Yes,None,Rainy
3702,Residential,6646,70,78,164,49,166,3819,Refrigerator,Smart,Low,Grid,Good,No,None,Summer
4302,Residential,4815,47,57,55,12,76,3166,Washing Machine,Analog,Medium,Wind,Poor,Yes,Inverter,Summer
1430,Industrial,1974,47,50,136,11,0,2183,AC,Smart,Medium,Solar,Average,Yes,Inverter,Summer
3051,Industrial,2192,61,92,147,64,0,4451,Washing Machine,Analog,High,Wind,Poor,No,Generator,Winter
2765,Mixed-use,3970,71,80,79,70,130,2449,Heater,Analog,Medium,Wind,Good,No,Inverter,Rainy
2297,Industrial,4454,24,35,120,19,0,2318,Washing Machine,Smart,Medium,Grid,Poor,No,Generator,Summer
1774,Residential,2086,43,47,113,38,166,2583,Fan,Analog,Low,Grid,Poor,No,None,Winter
1003,Commercial,1025,86,45,108,50,0,1274,Fan,Analog,High,Grid,Poor,No,None,Summer
1060,Mixed-use,1261,13,91,1,18,103,1726,Refrigerator,Smart,Low,Wind,Average,No,None,Winter
4856,Industrial,8558,30,69,126,19,0,5576,AC,Analog,Medium,Solar,Average,Yes,Generator,Summer
691,Residential,1943,26,80,129,25,35,1701,Refrigerator,Smart,Low,Wind,Poor,No,None,Winter
4725,Commercial,8156,16,66,107,60,0,4447,Refrigerator,Analog,Low,Wind,Average,Yes,None,Rainy
1449,Mixed-use,2095,48,37,167,4,110,1133,Washing Machine,Smart,High,Solar,Poor,Yes,Inverter,Summer
877,Residential,1000,15,69,11,72,21,1184,Heater,Analog,Medium,Solar,Good,Yes,None,Summer
2048,Industrial,4339,62,38,152,24,0,2389,Refrigerator,Analog,High,Wind,Average,No,Inverter,Summer
4926,Residential,5990,23,65,32,57,185,4301,Heater,Smart,Low,Solar,Good,Yes,None,Rainy
4256,Mixed-use,4501,61,49,118,66,56,3111,Refrigerator,Analog,Medium,Wind,Poor,No,Inverter,Winter
2550,Residential,4013,11,50,108,69,250,3467,Refrigerator,Smart,High,Grid,Good,Yes,Inverter,Summer
2102,Mixed-use,2143,35,72,151,56,124,1549,AC,Smart,Low,Wind,Good,Yes,None,Winter
3480,Industrial,6189,47,38,28,51,0,3694,Heater,Smart,High,Wind,Poor,No,Generator,Rainy
3275,Mixed-use,2603,45,47,162,5,323,2391,Fan,Smart,High,Grid,Good,No,Generator,Winter
2794,Commercial,2103,42,36,154,4,0,2401,Washing Machine,Analog,Medium,Solar,Good,Yes,Inverter,Winter
4722,Mixed-use,9578,19,84,163,67,412,3818,Washing Machine,Analog,High,Grid,Average,Yes,Generator,Winter
1016,Mixed-use,1496,46,63,166,67,11,1401,Refrigerator,Analog,High,Wind,Poor,No,Generator,Summer
2969,Commercial,3027,24,31,10,59,0,2724,AC,Analog,Low,Wind,Average,Yes,Generator,Summer
4368,Residential,2583,15,60,115,14,38,3243,Refrigerator,Smart,Low,Solar,Average,Yes,Inverter,Winter
4478,Residential,6593,31,84,72,44,13,3933,Heater,Analog,High,Wind,Good,No,Generator,Winter
4480,Mixed-use,5980,44,55,34,27,55,2884,AC,Smart,Low,Grid,Poor,Yes,None,Rainy
3699,Residential,5168,29,85,69,18,316,4789,Refrigerator,Smart,High,Solar,Poor,Yes,Generator,Summer
2723,Residential,3153,89,59,134,46,71,2568,Washing Machine,Smart,Low,Grid,Average,Yes,Inverter,Rainy
1198,Mixed-use,1299,68,50,55,30,47,1152,Refrigerator,Analog,Medium,Solar,Poor,Yes,Generator,Summer
4521,Mixed-use,6126,59,47,10,41,125,3515,Heater,Analog,High,Wind,Average,Yes,None,Summer
3677,Residential,4536,61,74,33,55,343,4516,Washing Machine,Smart,Medium,Solar,Poor,Yes,Inverter,Rainy
2859,Commercial,4827,90,92,139,48,0,3276,Fan,Analog,Medium,Solar,Poor,No,Generator,Summer
1475,Residential,1000,19,32,7,51,28,1629,Heater,Smart,High,Wind,Poor,No,None,Winter
2584,Residential,3269,19,94,192,25,153,3710,AC,Smart,Medium,Grid,Poor,No,Inverter,Winter
1377,Residential,1295,43,81,165,17,35,1584,Heater,Analog,Low,Solar,Poor,Yes,None,Rainy
1403,Residential,2524,49,31,168,34,69,1574,AC,Analog,Low,Solar,Average,Yes,Inverter,Rainy
4809,Commercial,2942,34,75,29,61,0,4387,Heater,Smart,Low,Solar,Average,No,Inverter,Summer
2881,Mixed-use,4850,67,85,64,4,244,2943,Fan,Smart,Medium,Solar,Poor,Yes,None,Summer
3441,Residential,2666,76,79,159,18,254,4134,Refrigerator,Analog,Medium,Grid,Average,No,Inverter,Rainy
4685,Residential,6835,85,67,51,9,431,5277,Washing Machine,Analog,Medium,Grid,Poor,Yes,None,Winter
857,Residential,1000,60,63,95,49,46,1239,Refrigerator,Smart,High,Wind,Average,No,None,Summer
2238,Residential,2493,30,84,178,70,169,3149,Fan,Analog,High,Solar,Good,No,Generator,Rainy
4080,Residential,6798,89,98,84,44,161,4470,Fan,Smart,Low,Wind,Average,No,None,Winter
2741,Commercial,4739,58,37,97,48,0,2713,Refrigerator,Smart,Medium,Wind,Average,Yes,Generator,Winter
1909,Commercial,2383,70,69,91,31,0,2198,Heater,Smart,Medium,Wind,Poor,Yes,Inverter,Summer
3120,Mixed-use,2611,68,94,144,50,64,2990,AC,Smart,Low,Wind,Poor,No,None,Summer
2541,Mixed-use,1332,18,42,52,18,132,2042,AC,Analog,Medium,Solar,Good,No,Inverter,Rainy
989,Industrial,1000,44,84,56,38,0,1950,Fan,Smart,High,Solar,Poor,Yes,None,Winter
4699,Residential,8293,27,70,55,23,311,4842,Washing Machine,Analog,Medium,Grid,Average,Yes,Inverter,Summer
3791,Residential,2768,13,59,30,10,152,3070,Fan,Analog,Medium,Wind,Good,Yes,None,Summer
4459,Commercial,2752,37,47,139,20,0,3860,Refrigerator,Smart,Medium,Solar,Average,No,Generator,Summer
1443,Commercial,2169,90,79,89,47,0,2364,Refrigerator,Smart,Low,Grid,Good,No,None,Summer
989,Residential,1617,49,93,20,18,69,1797,Fan,Analog,High,Solar,Poor,Yes,Generator,Summer
874,Residential,1830,19,91,162,38,38,1376,Refrigerator,Analog,Medium,Wind,Poor,Yes,Generator,Rainy
540,Residential,1000,44,62,78,33,36,1261,AC,Analog,High,Wind,Average,Yes,Generator,Winter
2259,Residential,2217,41,88,141,16,142,2523,Refrigerator,Smart,Medium,Solar,Poor,No,Generator,Summer
3381,Mixed-use,4358,18,39,114,18,75,2348,Refrigerator,Smart,Low,Grid,Average,No,Generator,Rainy
1452,Residential,1000,79,66,84,18,47,1912,Washing Machine,Smart,Medium,Wind,Poor,No,Generator,Summer
3701,Residential,4068,46,72,131,69,137,3813,Heater,Smart,High,Wind,Poor,Yes,None,Winter
3906,Industrial,3154,50,84,1,64,0,4782,Fan,Analog,Low,Solar,Average,Yes,Generator,Summer
3593,Mixed-use,1989,75,68,14,18,81,2827,Refrigerator,Smart,Medium,Grid,Poor,Yes,Inverter,Winter
697,Residential,1360,76,55,170,43,43,1446,AC,Smart,Low,Grid,Average,No,Generator,Summer
1192,Commercial,1876,35,34,161,71,0,1728,Refrigerator,Smart,Low,Solar,Average,No,Generator,Winter
2112,Mixed-use,1871,65,72,115,15,104,1845,Heater,Analog,Medium,Grid,Poor,No,None,Summer
4143,Residential,8104,20,60,80,37,315,4756,Fan,Analog,Medium,Wind,Average,No,Inverter,Winter
2931,Residential,2572,29,40,160,18,74,2650,AC,Analog,Low,Solar,Average,Yes,Inverter,Winter
3016,Commercial,4735,24,36,102,13,0,2742,Fan,Analog,High,Grid,Average,No,Inverter,Rainy
1687,Commercial,1000,65,61,123,66,0,1802,Refrigerator,Analog,Medium,Solar,Good,Yes,Generator,Winter
1192,Commercial,3073,84,62,141,70,0,1536,Refrigerator,Smart,Medium,Wind,Good,No,Inverter,Summer
2261,Residential,2753,54,48,197,50,26,2065,Heater,Smart,Low,Wind,Poor,Yes,Inverter,Rainy
3483,Commercial,4003,89,70,24,72,0,3414,Refrigerator,Analog,Low,Grid,Average,No,None,Winter
849,Residential,1000,48,53,196,3,28,1012,AC,Smart,Low,Solar,Good,Yes,Inverter,Winter
3038,Residential,4304,12,35,48,28,50,2708,Washing Machine,Smart,High,Solar,Average,No,Inverter,Summer
4573,Residential,6084,27,63,144,52,109,4188,Washing Machine,Smart,Low,Grid,Poor,Yes,None,Rainy
935,Residential,1000,12,68,8,30,91,1594,Washing Machine,Analog,High,Solar,Average,No,None,Winter
3224,Commercial,3979,10,80,27,29,0,3512,Refrigerator,Analog,Low,Grid,Poor,No,Inverter,Summer
4460,Commercial,2587,14,65,166,58,0,4363,Fan,Analog,High,Solar,Average,Yes,Generator,Summer
2863,Residential,2658,44,65,180,45,111,3100,Refrigerator,Analog,High,Wind,Good,No,Inverter,Winter
4725,Commercial,8156,16,66,107,60,0,4447,Washing Machine,Analog,Low,Wind,Average,No,None,Rainy
1663,Residential,1528,82,51,86,15,83,1641,Refrigerator,Analog,Medium,Wind,Average,Yes,None,Summer
2753,Mixed-use,2848,21,73,134,20,244,2394,Fan,Analog,Medium,Wind,Average,Yes,Inverter,Winter
1045,Residential,1904,49,48,160,8,51,1343,Washing Machine,Analog,Low,Solar,Poor,Yes,None,Summer
843,Residential,1888,56,98,60,20,63,1853,AC,Smart,High,Wind,Average,Yes,Inverter,Rainy
2884,Industrial,2511,54,73,84,55,0,3687,AC,Smart,Medium,Grid,Poor,Yes,Generator,Rainy
2281,Mixed-use,2159,88,59,50,17,181,1725,AC,Smart,High,Wind,Average,No,Generator,Rainy
2642,Mixed-use,3942,61,55,30,36,119,2149,Washing Machine,Smart,Low,Solar,Good,Yes,Inverter,Rainy
2563,Residential,1491,49,39,85,27,34,1910,AC,Analog,High,Wind,Poor,No,None,Rainy
4426,Commercial,5927,42,56,150,69,0,3818,Refrigerator,Analog,Low,Solar,Poor,Yes,Inverter,Winter
3263,Commercial,5591,68,36,147,55,0,3260,Fan,Analog,High,Grid,Average,No,None,Winter
